id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,screen,sms,mood
AS14.01,2014-04-04,0.0591195513385599,4.035772727272728,27.393125,70.59920000000001,,,,9.792333333333334,39.56448,7.942833333333333,,9.899384615384616,,1.0,0.2,0.4,26.497690140361527,1.0,6.0
AS14.01,2014-04-05,0.0539062424976144,4.4832413793103445,26.267,76.369,,,,8.630666666666666,45.401,31.324166666666667,,13.217333333333334,,,-0.4,0.6,31.906983048228906,,7.0
AS14.01,2014-04-06,0.0249638865044713,4.026923076923077,25.193451612903225,93.607,,57.203,,9.37475,30.9285,,,9.2498,,1.0,-0.75,0.5,29.898275002837188,,6.0
AS14.01,2014-04-07,0.0354823873123317,5.2049666666666665,26.22854954954955,28.981,9.2256,,17.107,12.1755,39.85363636363636,60.247,,2.532,,1.0,-0.6666666666666666,0.25,27.47002884287101,,6.0
AS14.01,2014-04-08,0.0631268345601101,4.338236486486486,24.326391061452515,66.44672222222222,6.377,,,8.402000000000001,25.924775,,,18.0715,,1.0,-0.4,0.3333333333333333,29.20892147618439,,7.0
AS14.01,2014-04-09,0.0638439128511816,4.4807625,27.47167320261438,78.3975,,,,7.042666666666666,35.22332786885246,,,15.6975,,1.0,-0.8,1.0,35.221825850143865,,7.0
AS14.01,2014-04-10,0.0458116168867882,4.668969072164948,34.638147058823535,31.432399999999998,,1.059,23.195,6.596333333333334,33.10672413793104,,,14.184384615384614,,1.0,-0.4,0.8,35.552615379675856,,7.0
AS14.01,2014-04-11,0.0512075182489813,4.574617886178862,23.79605982905983,53.338,11.7986,,,8.575333333333333,45.90823076923077,34.234,,16.533375,,,-1.2,0.8,33.68772321726593,,7.0
AS14.01,2014-04-12,0.0572743829835203,4.38354,29.007658536585367,59.68214285714286,,,,11.290428571428572,44.072,5.031,,11.041791666666668,,,-0.75,0.75,37.83321953401334,,7.0
AS14.01,2014-04-13,0.0140213289543707,4.5390579710144925,31.28935,62.348,6.537625,,,8.564454545454545,17.250999999999998,,,,,,-1.25,1.0,29.994225778887376,,8.0
AS14.01,2014-04-14,0.0691115971181695,3.973596385542169,33.290263157894735,74.16055,10.0318,,,7.7764,45.3770625,14.552,,14.017636363636363,,1.0,-1.2,0.6,40.05318583429387,1.0,7.0
AS14.01,2014-04-15,0.0794155309980823,4.158004672897196,30.2676,49.71168421052632,4.347666666666666,,,9.7194,49.718769230769226,8.363,,19.985214285714285,,1.0,0.0,0.8,37.45367794925884,1.0,7.0
AS14.01,2014-04-16,0.0707415618206537,4.436143884892086,24.474654135338344,23.707444444444445,,,,6.797333333333333,49.54811111111111,,,22.3587,,,0.75,0.5,33.205814565254364,1.0,7.0
AS14.01,2014-04-17,0.0444126410871423,4.094324074074074,29.315077777777777,28.448200000000003,,,,10.7526,33.62244444444444,,,16.572666666666667,,1.0,-0.4,0.6,36.85909091342581,,7.0
AS14.01,2014-04-18,0.0639541803528291,4.680016260162602,30.4464776119403,58.76025,10.582333333333333,,,6.827,20.138,21.29133333333333,,22.17,,1.0,-0.8,0.8,34.276849312325034,,7.0
AS14.01,2014-04-19,0.0868058857781561,3.982576576576576,31.76912,78.21233333333333,7.876399999999999,29.084,,6.2964,36.06109090909092,64.445,,9.772571428571428,,1.0,-0.2,1.0,38.04476057307822,,8.0
AS14.01,2014-04-20,0.0571426011979683,3.903201492537313,36.25187012987013,60.62433333333333,5.303,,,6.8404,32.828199999999995,,,12.1035,,1.0,-0.25,0.75,45.82251899755455,1.0,7.0
AS14.01,2014-04-21,0.0530076173871965,5.051380952380952,27.723575,18.72,11.088666666666668,,,7.9205,26.776666666666667,22.75933333333333,,13.698333333333334,,1.0,-0.25,1.0,29.68888459755825,,8.0
AS14.01,2014-04-22,0.0706235548782019,4.404642424242424,31.495730088495574,31.322111111111116,6.408833333333333,,,10.526666666666666,44.138444444444445,,,20.15309523809524,,1.0,0.2,1.0,35.71991874426603,,7.0
AS14.01,2014-04-23,0.0459856891337655,4.374917910447762,29.13507534246575,38.603,6.017,,,7.066333333333333,43.88316666666666,,,22.449454545454543,,1.0,0.2,1.0,35.94257462202613,,8.0
AS14.01,2014-04-24,0.0351499380939545,3.733278571428571,36.10221374045802,48.50646341463415,10.302,,,7.98325,41.401580645161296,17.061333333333334,,16.276241379310346,,1.0,-0.4,1.0,49.02479999486139,,8.0
AS14.01,2014-04-25,0.0814153678934336,3.346310924369748,30.99753076923077,50.064,7.023666666666666,,,11.4745,51.664,21.10533333333333,,13.513,,1.0,-0.2,0.8,31.70715747668049,1.0,7.0
AS14.01,2014-04-26,0.0349289995273918,5.712555555555555,26.46045945945946,125.556,6.816749999999999,,,9.241,22.672,23.53865,3.148,12.22135,,1.0,-0.2,1.0,33.69573770194757,1.0,8.0
AS14.01,2014-04-27,0.0304789237989636,5.0855483870967735,26.74326190476191,31.25111111111111,,,,7.093166666666666,13.735,,,10.056333333333331,,,0.0,1.0,35.345777776506225,,8.0
AS14.01,2014-04-28,0.0196753225383989,4.561528846153847,37.71536,52.68992307692307,6.615285714285714,,,8.0444,29.402555555555555,,,17.281499999999998,,1.0,-0.8,0.8,40.41155844539789,,8.0
AS14.01,2014-04-29,0.0504125653892234,4.27592125984252,31.59433333333333,56.75552173913043,,38.211,,8.0944,73.57600000000001,20.991,,15.81329411764706,,,-0.25,1.0,34.62949998908574,,7.0
AS14.01,2014-04-30,0.0624582601402142,4.109504587155963,27.91664,33.657466666666664,9.2428,,,9.715,9.907333333333334,17.049875,,22.459,,1.0,-0.4,0.75,33.25753772483681,,8.0
AS14.01,2014-05-01,0.037065268147657,4.00229213483146,29.164128342245988,58.85825,6.74235294117647,,28.098,7.405,40.75419230769231,,,17.971266666666665,,1.0,-0.4,1.0,35.72820348379223,1.0,8.0
AS14.01,2014-05-02,0.0424599762741571,4.01836936936937,27.68501724137931,58.81466666666668,7.260319999999999,,,6.4886,33.7005,,,5.5415,,,-0.2,1.0,40.66277778369408,,8.0
AS14.01,2014-05-03,0.071740884895172,4.937805970149253,24.22954,32.70182352941177,5.543833333333333,,,8.113800000000001,22.84466666666667,,30.102,16.42866666666667,,,-0.2,1.0,39.599400010475726,1.0,8.0
AS14.01,2014-05-04,0.0365445330674642,4.064868421052632,27.67201754385965,15.08725,,,,7.105,38.6835,,,,,,-0.5,1.0,23.45734545100818,,8.0
AS14.01,2014-05-05,0.0078425954521073,5.916095238095238,26.982142857142858,,,,,,25.104,,,33.254666666666665,,,,,28.202099990844708,,
AS14.02,2014-02-17,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-02-18,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-02-19,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-02-20,,,,,,,,,,,,,,1.0,,,,,
AS14.02,2014-02-21,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-02-22,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-02-23,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-02-24,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-02-25,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-02-26,,,,,,,,,,,,,,1.0,,,,,
AS14.02,2014-02-27,,,,,,,,,,,,,,1.0,,,,,
AS14.02,2014-02-28,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-01,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-02,,,,,,,,,,,,,,1.0,,,,,
AS14.02,2014-03-03,,,,,,,,,,,,,,1.0,,,,,
AS14.02,2014-03-04,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-05,,,,,,,,,,,,,,1.0,,,,,
AS14.02,2014-03-06,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-07,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-08,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-09,,,,,,,,,,,,,,1.0,,,,,
AS14.02,2014-03-10,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-11,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-12,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-13,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.02,2014-03-14,,7.521571428571429,10.974862068965518,12.029333333333334,,,,15.599857142857145,5.7262,,,,,1.0,,,14.03275758208651,,
AS14.02,2014-03-15,,5.401602836879433,13.532871559633028,12.323625,,,,,,15.7125,,,,1.0,,,14.707596391080374,,
AS14.02,2014-03-16,,5.138409090909091,15.038619047619049,,,,,18.13329411764706,10.681823529411766,,,,,1.0,0.0,0.0,15.416342103690434,1.0,6.0
AS14.02,2014-03-17,0.1680684149503257,5.123818965517242,20.693407894736843,1.089,,,,12.962375,10.3028,,,,,1.0,0.0,0.5,17.732386802727323,,7.0
AS14.02,2014-03-18,0.2194843842554375,5.26424060150376,15.3637,7.729500000000001,,,,17.744400000000002,6.15964705882353,,,,,1.0,0.6,0.8,16.511308730848683,1.0,8.0
AS14.02,2014-03-19,0.3156317568506431,6.415943089430895,16.315136363636363,10.129727272727273,,,,17.589333333333332,9.563,15.182903225806452,,,,1.0,0.4,0.4,16.14323571750096,1.0,7.0
AS14.02,2014-03-20,0.2390249602103473,6.442060606060606,21.469066666666667,3.85175,,,,10.857125,8.596625,,,,,1.0,-0.5,0.75,14.84236938244588,1.0,7.0
AS14.02,2014-03-21,0.2896279249001074,5.30970253164557,19.185056603773585,18.491,,,,9.486,10.920478260869569,24.572,,,,1.0,-0.75,0.75,18.53707200050354,1.0,8.0
AS14.02,2014-03-22,0.4460436868329013,5.299174129353234,20.78147619047619,13.479,,,,10.801,10.754394736842109,16.38981081081081,,,,1.0,-1.0,-0.5,17.000743599427054,1.0,6.0
AS14.02,2014-03-23,0.2696971570335323,5.750544642857143,20.65528888888889,13.2353125,,,,15.46625,14.331125,18.82248,,,,1.0,-1.0,0.0,16.685872005462645,1.0,6.0
AS14.02,2014-03-24,0.1561246625014999,6.540797619047619,14.185877192982456,10.7881,,,,16.3616,12.393916666666668,,,,,1.0,0.2,-0.2,13.46625423229347,,6.0
AS14.02,2014-03-25,0.2305136548564537,5.8360394736842105,16.66743076923077,12.076666666666666,,,,10.075,7.646416666666667,,,,,1.0,-1.25,0.75,13.790366012286515,,8.0
AS14.02,2014-03-26,0.2939534624058421,6.027947368421053,18.274349206349207,8.322999999999999,,,,8.39,15.022774193548388,,,,,1.0,-1.2,0.4,16.796865251892847,,7.0
AS14.02,2014-03-27,0.2288490089221509,5.588859649122807,18.866185185185184,4.788444444444445,,,,12.328571428571427,10.17075,,,4.477533333333333,,1.0,0.0,0.5,13.895509670626735,,7.0
AS14.02,2014-03-28,0.2615983280781395,5.574072164948453,14.8485873015873,10.428263157894737,,,,12.5669,13.953054054054055,,,,,1.0,-0.6,0.6,14.9019130381985,1.0,7.0
AS14.02,2014-03-29,0.432469355060395,5.558337662337663,15.396125,11.649,,,,13.21025,21.052666666666667,14.031483870967742,,,,1.0,-0.75,0.25,11.638175981521604,,7.0
AS14.02,2014-03-30,0.2418873087939678,6.087752808988763,16.64916129032258,10.793555555555557,,,,7.548533333333334,10.591,,,,,1.0,-1.0,0.75,12.926466015936102,1.0,7.0
AS14.02,2014-03-31,0.1563729236642765,6.311318181818182,16.512076923076922,6.154545454545455,,,,13.6235,11.968153846153848,,,,,1.0,-0.8,0.4,16.09152317205012,1.0,7.0
AS14.02,2014-04-01,0.2619605321890544,9.011603603603604,12.552648148148148,15.3952,,,,20.71255555555556,11.242411764705883,14.555600000000002,,,,1.0,-0.2,0.8,14.887670949197584,1.0,7.0
AS14.02,2014-04-02,0.3191205617996335,6.839129770992367,20.11692771084337,10.43825,,,,18.392,12.22696153846154,,,,,1.0,-0.6,-0.2,14.033605100242957,,6.0
AS14.02,2014-04-03,0.3225058399099886,4.942909090909091,19.3625,6.3417,,,,11.2264,13.602333333333332,18.5384,,,,1.0,-0.25,0.0,18.95185207756313,,6.0
AS14.02,2014-04-04,0.2272703566089604,6.823816326530612,17.53969230769231,7.903666666666666,,,,14.8852,9.484428571428571,,,,,1.0,-1.2,0.2,16.88094406361347,,6.0
AS14.02,2014-04-05,0.3219197224805252,5.05875,16.985352941176473,10.38688,,,,12.612125,16.109666666666666,15.933533333333331,,,,1.0,0.0,0.6,15.471072733041012,1.0,7.0
AS14.02,2014-04-06,0.2152095201608524,5.983283018867924,21.323975,7.6094,,,,7.502750000000001,14.973235294117648,,,,,1.0,-1.0,-1.0,16.934179464975994,,4.0
AS14.02,2014-04-07,0.1365237343960995,7.332626666666667,17.446875000000002,18.0835,,,,17.691333333333333,13.81708510638298,,,,,1.0,0.0,0.6,18.94256816849564,,7.0
AS14.02,2014-04-08,0.2619510376215639,4.996065573770491,17.20367469879518,9.464333333333334,,,,13.4434,14.09473076923077,,,,,1.0,-0.25,0.5,15.09242952590021,1.0,6.0
AS14.02,2014-04-09,0.2472098480448902,5.205150684931507,15.248164383561644,19.1619375,,,,12.2794,11.707666666666666,,,,,1.0,-0.5,0.25,13.683538463565853,1.0,7.0
AS14.02,2014-04-10,0.2607506038432931,4.686964285714287,15.083951219512196,6.4318620689655175,,,,21.21975,9.2654,21.896625,,1.0225,,1.0,0.25,0.75,11.871557956156524,1.0,7.0
AS14.02,2014-04-11,0.4244814273084369,5.767611940298508,15.378897727272728,10.154423076923075,,,,22.688,10.975695652173911,15.773225,,,,1.0,-0.5,0.5,14.847436471538648,1.0,6.0
AS14.02,2014-04-12,0.3783017333120427,6.8200625,13.590575757575756,,,,,11.016,7.493399999999999,14.49657894736842,,3.493,,1.0,-2.0,-1.0,15.21755556076292,1.0,6.0
AS14.02,2014-04-13,0.2898201182827999,7.276078431372548,15.764512195121952,7.790142857142857,,,,7.125249999999999,9.467,8.869222222222222,,,,1.0,-0.6,0.4,11.824677060047785,,7.0
AS14.02,2014-04-14,0.1870740501721279,6.150257142857143,18.06656896551724,5.63364705882353,,,,7.060666666666666,18.939,,,3.2,,1.0,0.3333333333333333,1.0,16.0263658616601,1.0,8.0
AS14.02,2014-04-15,0.1736288831786874,5.918272727272727,8.387181818181817,4.9145,,,,,12.693,,,,,1.0,-0.5,0.5,15.243588251226088,1.0,7.0
AS14.02,2014-04-16,0.3532763532763534,6.582111111111112,,,,,,,,,,,,1.0,-0.3333333333333333,0.3333333333333333,27.320999920368195,1.0,7.0
AS14.02,2014-04-17,0.4700854700854705,2.007,12.533666666666669,,,,,,,,,,,1.0,0.25,0.0,13.744999885559071,1.0,6.0
AS14.02,2014-04-18,,,,,,,,,,,,,,1.0,-0.6666666666666666,0.0,,,6.0
AS14.02,2014-04-19,0.5,10.09,24.11366666666667,,,,,,,,,,,1.0,-0.6666666666666666,-0.3333333333333333,31.5420000553131,,6.0
AS14.02,2014-04-20,,,,,,,,,,,,,,1.0,-0.6666666666666666,0.0,,1.0,5.0
AS14.02,2014-04-21,,,,,,,,,,,,,,1.0,-0.5,-0.5,,,6.0
AS14.02,2014-04-22,0.075,,,,,,,,6.5085,,,,,1.0,-1.3333333333333333,0.5,6.54000008106234,1.0,6.0
AS14.02,2014-04-23,0.142857142857143,,,,,,,,,,,,,1.0,0.0,0.5,,1.0,6.0
AS14.02,2014-04-24,0.0344827586206897,,,,,,,,,,,,,,-0.5,-0.5,,,7.0
AS14.02,2014-04-25,,,,,,,,,,,,,,,-1.0,1.0,,,9.0
AS14.03,2014-02-17,,,,,,,,,,,,,,,,,,1.0,
AS14.03,2014-02-18,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-02-19,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-02-20,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-02-21,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-02-22,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-02-23,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-02-24,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-02-26,,,,,,,,,,,,,,,,,,1.0,
AS14.03,2014-02-27,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-02-28,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-03-01,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-02,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-03-03,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-05,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-07,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-03-08,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-09,,,,,,,,,,,,,,,,,,1.0,
AS14.03,2014-03-10,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-03-11,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-03-13,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-03-14,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-15,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-16,,,,,,,,,,,,,,1.0,,,,,
AS14.03,2014-03-17,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-18,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-19,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-20,,,,,,,,,,,,,,1.0,,,,1.0,
AS14.03,2014-03-21,,6.170399999999999,9.84967741935484,3.4767916666666667,,,10.046,8.788333333333334,,,,,,1.0,1.0,,14.563121975922009,1.0,9.0
AS14.03,2014-03-22,0.1007835854083385,4.881916666666666,8.556515151515152,3.10553125,,,,14.869333333333332,,24.07785714285714,,4.35,,1.0,0.8,1.0,11.93421538793124,1.0,8.0
AS14.03,2014-03-23,0.0721198163371662,8.278117647058824,8.275190476190476,2.952328571428572,36.364,,19.946666666666665,10.7666,,34.425625000000004,,,44.854,1.0,-0.2,1.0,12.643747577389467,1.0,8.0
AS14.03,2014-03-24,0.0374621727546899,6.430833333333333,9.42272,2.732684210526316,15.031000000000002,,25.065,11.726555555555557,,,11.064,5.136,,1.0,-0.6,1.0,11.243989999294278,,8.0
AS14.03,2014-03-25,0.0777106253365213,8.316117647058823,10.7506301369863,2.474885057471264,50.54,,12.825090909090909,11.07775,,,47.324,3.812,,1.0,-0.4,1.0,13.939915969592183,1.0,8.0
AS14.03,2014-03-26,0.0581720793868866,5.649476190476191,9.510037037037035,2.77556,29.047,,5.171,10.382857142857144,,6.42,3.8245,,,1.0,0.5,1.0,15.175896541825656,,8.0
AS14.03,2014-03-27,0.0613526745373054,4.172538461538462,9.55201754385965,2.7901818181818183,,,6.7185,10.005333333333333,,,,8.745000000000001,,1.0,0.25,,12.338612511754034,1.0,8.0
AS14.03,2014-03-28,0.0635654112560787,5.086714285714286,10.671268656716418,2.144625,,,15.402,7.026555555555556,,,31.893500000000003,7.045,,1.0,-0.5,1.0,13.202538444445686,,8.0
AS14.03,2014-03-29,0.0611154051800942,9.655,7.6464,2.9636888888888886,49.371,,,10.4425,,,,,,,-0.2,1.0,12.999045464125544,1.0,9.0
AS14.03,2014-03-30,0.0740870016588875,3.21725,9.341042857142858,2.6964237288135595,,,26.284,8.1723,,,35.267,,15.9775,1.0,-0.2,1.0,13.641010867512747,,8.0
AS14.03,2014-03-31,0.052321167246137,8.791025000000001,9.026708333333334,2.2978,25.83033333333333,,,7.0561428571428575,,,,5.16,,1.0,0.4,1.0,11.28751402034938,1.0,7.0
AS14.03,2014-04-01,0.0549379008492671,10.344333333333331,9.10630357142857,2.599888888888889,58.641,,15.6225,7.2102,,,,,,1.0,0.4,1.0,11.924772141854977,,8.0
AS14.03,2014-04-02,0.0435616850807749,4.7992083333333335,8.75006779661017,2.9438846153846154,21.813,,4.67475,9.8842,,27.0725,,,,1.0,0.2,1.0,9.17140625665585,,7.0
AS14.03,2014-04-03,0.0444585592149452,4.063833333333334,7.970586206896551,2.517604166666666,9.012875,,,7.509875,,,20.192,7.042,,1.0,0.0,1.0,11.806116884404958,,8.0
AS14.03,2014-04-04,0.0382454182196355,8.623719999999999,8.591178571428571,3.8197727272727273,47.284,,6.163,6.984384615384615,,,,,,,0.2,1.0,11.24880951169937,1.0,8.0
AS14.03,2014-04-05,0.0610368389467942,5.078695652173913,12.213032258064516,2.82234,,,2.032,10.143666666666666,,9.848,,,,1.0,1.2,1.0,14.660850557787665,,8.0
AS14.03,2014-04-06,0.0579179002164792,3.6876666666666655,10.22040909090909,3.5801071428571425,,,,11.4858,,,23.094,,,,0.2,1.0,16.611941155265363,,7.0
AS14.03,2014-04-07,0.0440871153621552,8.11225,11.280783333333334,3.1219193548387096,3.50525,,19.715,8.00911111111111,,,27.588,,,1.0,0.2,1.0,14.086949360521531,,7.0
AS14.03,2014-04-08,0.0637127847171182,9.2172,8.651122807017543,2.7677457627118645,27.089,,,7.0913,,,11.128,,,1.0,0.4,1.0,12.53732467316962,1.0,7.0
AS14.03,2014-04-09,0.0493157025924016,7.9476666666666675,7.144388059701492,2.7693,15.8675,,5.423333333333333,5.724615384615385,,,25.127,,,,0.6,1.0,9.559129409229056,,8.0
AS14.03,2014-04-10,0.0702872082270281,7.144,12.805597402597405,2.893177777777778,,,5.217,5.760444444444444,,,,,,,0.4,1.0,16.980730787301674,1.0,7.0
AS14.03,2014-04-11,0.0794408044093452,7.351599999999999,10.249925,3.3879302325581397,17.149,,4.58,7.977888888888889,,,28.343,4.513,,,0.2,1.0,13.20694519722298,,8.0
AS14.03,2014-04-12,0.0270885418465828,4.867266666666667,6.961461538461538,2.88355,,,,6.9868,,,21.096,9.33,,1.0,0.3333333333333333,1.0,10.45917645622702,,8.0
AS14.03,2014-04-13,0.0600067556922122,6.1655,13.072714285714284,3.166625,,,16.400266666666667,8.021857142857142,,,,,,1.0,0.2,1.0,16.468035697937008,1.0,7.0
AS14.03,2014-04-14,0.0401387204424709,7.030057142857142,10.784704545454543,2.949736842105263,28.19,,8.073,9.668,1.3888333333333334,,11.226,,,,0.0,1.0,12.25104167395168,1.0,7.0
AS14.03,2014-04-15,0.0759565501111102,4.273627906976744,12.008231707317073,2.7740869565217388,,,6.025,9.003285714285715,,,12.082,,,1.0,0.2,1.0,15.74315650359444,,8.0
